YearYear,Stage,Total Time,Reaction Time,Gender,Batch
2009,S,12.76,0.144,F,
2009,S,12.94,0.149,F,
2009,S,12.94,0.143,F,
2009,S,13.21,0.165,F,
2009,S,13.21,0.14,F,
2009,F,12.51,0.157,F,
2009,F,12.54,0.128,F,
2009,F,12.55,0.142,F,
2009,F,12.67,0.128,F,
2009,F,12.7,0.139,F,
2009,F,12.78,0.146,F,
2009,F,12.81,0.164,F,
2009,F,15.53,0.151,F,
2007,H,12.72,0.129,F,
2007,H,12.85,0.144,F,
2007,H,12.88,0.141,F,
2007,H,12.91,0.139,F,
2007,H,12.94,0.15,F,
2007,H,13.1,0.175,F,
2007,H,13.28,0.155,F,
2007,H,14.35,0.116,F,
2007,H,15.78,0.154,F,
2007,H,12.78,0.163,F,
2007,H,12.81,0.138,F,
2007,H,12.86,0.165,F,
2007,H,12.92,0.146,F,
2007,H,12.95,0.148,F,
2007,H,13.05,0.158,F,
2007,H,13.07,0.149,F,
2007,H,13.08,0.17,F,
2007,H,12.73,0.143,F,
2007,H,12.76,0.151,F,
2007,H,12.77,0.169,F,
2007,H,12.88,0.161,F,
2007,H,13.01,0.133,F,
2007,H,13.12,0.137,F,
2007,H,13.16,0.16,F,
2007,H,13.48,0.151,F,
2007,H,14.89,0.211,F,
2007,H,12.66,0.133,F,
2007,H,12.74,0.149,F,
2007,H,12.91,0.138,F,
2007,H,12.91,0.143,F,
2007,H,12.97,0.124,F,
2007,H,12.99,0.158,F,
2007,H,13.04,0.137,F,
2007,H,13.29,0.172,F,
2007,S,12.64,0.16,F,
2007,S,12.65,0.13,F,
2007,S,12.67,0.137,F,
2007,S,12.68,0.155,F,
2007,S,12.8,0.118,F,
2007,S,12.85,0.134,F,
2007,S,12.85,0.155,F,
2007,S,12.88,0.148,F,
2007,S,12.55,0.137,F,
2007,S,12.61,0.133,F,
2007,S,12.65,0.202,F,
2007,S,12.67,0.133,F,
2007,S,12.82,0.124,F,
2007,S,12.89,0.153,F,
2007,S,12.93,0.164,F,
2007,S,12.98,0.129,F,
2007,F,12.46,0.105,F,
2007,F,12.49,0.132,F,
2007,F,12.5,0.116,F,
2007,F,12.51,0.142,F,
2007,F,12.55,0.12,F,
2007,F,12.62,0.14,F,
2007,F,12.64,0.161,F,
2007,F,12.66,0.138,F,
2005,H,12.64,0.152,F,
2005,H,12.95,0.179,F,
2005,H,12.96,0.205,F,
2005,H,13.14,0.144,F,
2005,H,13.21,0.145,F,
2005,H,13.39,0.127,F,
2005,H,12.65,0.135,F,
2005,H,12.71,0.159,F,
2005,H,12.73,0.146,F,
2005,H,12.91,0.153,F,
2005,H,13.17,0.135,F,
2005,H,13.65,0.138,F,
2005,H,14.78,0.175,F,
2005,H,15.51,0.21,F,
2005,H,12.77,0.142,F,
2005,H,12.85,0.162,F,
2005,H,12.86,0.155,F,
2005,H,12.87,0.181,F,
2005,H,12.93,0.173,F,
2005,H,13,0.137,F,
2005,H,13.93,0.182,F,
2005,H,12.64,0.143,F,
2005,H,12.68,0.161,F,
2005,H,12.76,0.124,F,
2005,H,12.85,0.13,F,
2005,H,12.96,0.135,F,
2005,H,14.66,0.148,F,
2005,H,12.79,0.175,F,
2005,H,12.85,0.198,F,
2005,H,12.86,0.129,F,
2005,H,12.88,0.161,F,
2005,H,12.99,0.144,F,
2005,H,14,0.144,F,
2005,H,DNF,0.159,F,
2005,S,12.79,0.15,F,
2005,S,12.8,0.144,F,
2005,S,12.85,0.179,F,
2005,S,12.94,0.149,F,
2005,S,12.95,0.146,F,
2005,S,13.02,0.154,F,
2005,S,13.15,0.151,F,
2005,S,DNF,0.2,F,
2005,S,12.65,0.128,F,
2005,S,12.76,0.182,F,
2005,S,12.76,0.143,F,
2005,S,12.85,0.139,F,
2005,S,12.91,0.137,F,
2005,S,12.99,0.147,F,
2005,S,13.23,0.148,F,
2005,S,13.27,0.166,F,
2005,S,12.86,0.154,F,
2005,S,12.95,0.152,F,
2005,S,13.05,0.136,F,
2005,S,13.05,0.155,F,
2005,S,13.08,0.174,F,
2005,S,13.11,0.15,F,
2005,S,13.6,0.181,F,
2005,S,13.52,0.181,F,
2005,F,12.66,0.149,F,
2005,F,12.76,0.138,F,
2005,F,12.76,0.14,F,
2005,F,12.82,0.158,F,
2005,F,12.93,0.148,F,
2005,F,12.95,0.174,F,
2005,F,12.97,0.148,F,
2005,F,DQ,0.14,F,
2003,H,12.94,0.244,F,
2003,H,12.98,0.154,F,
2003,H,13.01,0.169,F,
2003,H,13.03,0.173,F,
2003,H,13.09,0.275,F,
2003,H,13.35,0.225,F,
2003,H,13.5,0.161,F,
2003,H,14.29,0.159,F,
2003,H,12.67,0.159,F,
2003,H,12.82,0.161,F,
2003,H,12.94,0.144,F,
2003,H,13.15,0.12,F,
2003,H,13.31,0.16,F,
2003,H,13.37,0.187,F,
2003,H,13.8,0.156,F,
2003,H,12.74,0.177,F,
2003,H,12.83,0.185,F,
2003,H,12.99,0.21,F,
2003,H,13.09,0.168,F,
2003,H,13.16,0.171,F,
2003,H,13.24,0.129,F,
2003,H,13.28,0.137,F,
2003,H,13.31,0.125,F,
2003,H,12.7,0.152,F,
2003,H,12.86,0.155,F,
2003,H,12.86,0.166,F,
2003,H,12.92,0.147,F,
2003,H,13.12,0.152,F,
2003,H,13.36,0.27,F,
2003,H,13.51,0.159,F,
2003,H,13.54,0.16,F,
2003,H,12.76,0.131,F,
2003,H,12.92,0.125,F,
2003,H,12.96,0.139,F,
2003,H,13.29,0.2,F,
2003,H,13.33,0.153,F,
2003,H,13.54,0.174,F,
2003,S,12.68,0.159,F,
2003,S,12.84,0.145,F,
2003,S,12.87,0.139,F,
2003,S,12.91,0.176,F,
2003,S,12.98,0.147,F,
2003,S,13.1,0.186,F,
2003,S,13.34,0.208,F,
2003,S,12.65,0.135,F,
2003,S,12.77,0.156,F,
2003,S,12.79,0.15,F,
2003,S,12.81,0.146,F,
2003,S,13.01,0.158,F,
2003,S,13.18,0.143,F,
2003,S,13.2,0.146,F,
2003,S,13.27,0.134,F,
2003,S,12.78,0.176,F,
2003,S,12.85,0.218,F,
2003,S,12.85,0.155,F,
2003,S,12.89,0.134,F,
2003,S,12.94,0.181,F,
2003,S,12.98,0.144,F,
2003,S,13.24,0.125,F,
2003,S,12.89,0.2,F,
2003,F,12.53,0.147,F,
2003,F,12.57,0.158,F,
2003,F,12.67,0.146,F,
2003,F,12.75,0.16,F,
2003,F,12.75,0.15,F,
2003,F,12.77,0.161,F,
2003,F,12.83,0.152,F,
2003,F,12.87,0.151,F,
2003,F,12.87,0.172,F,
2001,H,12.69,0.154,F,
2001,H,12.75,0.119,F,
2001,H,12.87,0.14,F,
2001,H,12.94,0.155,F,
2001,H,13.15,0.144,F,
2001,H,13.24,0.166,F,
2001,H,13.3,0.132,F,
2001,H,12.72,0.123,F,
2001,H,12.74,0.146,F,
2001,H,12.91,0.202,F,
2001,H,12.94,0.126,F,
2001,H,13,0.138,F,
2001,H,13.27,0.162,F,
2001,H,13.28,0.142,F,
2001,H,12.74,0.161,F,
2001,H,12.79,0.134,F,
2001,H,12.88,0.155,F,
2001,H,13.13,0.138,F,
2001,H,13.16,0.16,F,
2001,H,13.23,0.154,F,
2001,H,13.38,0.178,F,
2001,H,13.84,0.159,F,
2001,H,12.8,0.15,F,
2001,H,12.89,0.14,F,
2001,H,13.03,0.171,F,
2001,H,13.11,0.156,F,
2001,H,13.2,0.13,F,
2001,H,13.35,0.14,F,
2001,H,13.48,0.203,F,
2001,S,12.65,0.146,F,
2001,S,12.67,0.156,F,
2001,S,12.8,0.128,F,
2001,S,12.87,0.139,F,
2001,S,12.9,0.139,F,
2001,S,12.91,0.124,F,
2001,S,13.02,0.123,F,
2001,S,13.17,0.157,F,
2001,S,12.56,0.134,F,
2001,S,12.67,0.176,F,
2001,S,12.75,0.121,F,
2001,S,12.77,0.135,F,
2001,S,12.78,0.13,F,
2001,S,12.85,0.159,F,
2001,S,17.17,0.153,F,
2001,S,DQ,0.12,F,
2001,F,12.42,0.123,F,
2001,F,12.54,0.136,F,
2001,F,12.58,0.137,F,
2001,F,12.58,0.153,F,
2001,F,12.63,0.148,F,
2001,F,12.79,0.131,F,
2001,F,12.8,0.196,F,
2001,F,13.02,0.14,F,
